mal_id,title,score,scored_by,rank,popularity,members,favorites
42249,"Tokyo Revengers",8.24,352925,278,162,842567,21117
41587,"Boku no Hero Academia 5th Season",7.46,293169,1769,156,840854,9580
41025,"Fumetsu no Anata e",8.42,196834,151,259,632333,10635
42361,"Ijiranaide, Nagatoro-san",7.44,262146,1858,289,595290,7752
40938,"Hige wo Soru. Soshite Joshikousei wo Hirou.",7.33,218400,2267,376,467672,5385
41457,"86",8.2,191827,321,403,463350,8604
46095,"Vivy: Fluorite Eye's Song",8.48,145587,124,500,385570,7937
42938,"Fruits Basket: The Final",9.06,128247,6,623,312046,14401
41623,"Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω",6.73,110862,4996,629,300357,2610
41456,"Sentouin, Hakenshimasu!",7.2,114244,2893,691,280397,1768
40586,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",7,106425,3825,720,271744,1670
46102,"Odd Taxi",8.77,98162,35,854,261928,5319
41488,"Tensura Nikki: Tensei shitara Slime Datta Ken",7.56,85788,1441,792,246662,1770
42205,"Shaman King (2021)",6.66,38066,5327,896,209437,1375
43007,"Osananajimi ga Zettai ni Makenai Love Comedy",6.09,78440,8233,934,208007,1640
41402,"Mairimashita! Iruma-kun 2nd Season",8.09,75584,453,976,201583,1915
41103,"Koi to Yobu ni wa Kimochi Warui",7.17,74173,3039,1028,185201,1510
44276,"Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara",6.5,72789,6209,1068,179743,930
42192,"Edens Zero",7.35,40012,2176,1084,177572,1626
43325,"Yuukoku no Moriarty 2nd Season",8.23,61891,296,1137,169808,2220
40174,"Zombieland Saga: Revenge",8.04,54100,505,1136,167997,1219
40729,"Nomad: Megalo Box 2",8.2,52105,316,1203,159474,1517
43439,"Shadows House",7.75,53977,966,1225,157481,1137
42826,"Seijo no Maryoku wa Bannou Desu",7.26,51850,2608,1438,126077,780
42590,"Mashiro no Oto",7.55,43004,1486,1453,122876,649
41265,"Mars Red",6.63,25002,5496,1601,107695,543
40870,"SSSS.Dynazenon",7.45,27189,1823,1709,100625,682
40685,"Super Cub",7.44,30008,1840,1895,86361,714
42395,"Shakunetsu Kabaddi",7.08,27978,3443,1902,84997,723
47250,"Jouran: The Princess of Snow and Blood",6.1,19953,8194,1915,83859,365
43756,"Bakuten!!",7.58,25339,1386,1957,82028,770
40752,"Bishounen Tanteidan",7.18,20627,2996,1960,81370,485
42307,"Subarashiki Kono Sekai The Animation",6.14,13766,7981,2332,60632,287
43229,"Godzilla: S.P",6.69,18609,5175,2491,54842,318
40526,"Dragon, Ie wo Kau.",6.42,12515,6601,2738,44970,152
47391,"Seven Knights Revolution: Eiyuu no Keishousha",6.35,14467,6948,2781,44589,168
42568,"Yaku nara Mug Cup mo",6.5,10493,6179,2971,39063,128
42774,"Sayonara Watashi no Cramer",6.1,10789,8168,3009,37991,132
47591,"Kuro Gal ni Natta kara Shinyuu to shitemita.",6.1,9328,None,3243,33910,440
47639,"Blue Reflection Ray",5.78,3119,9500,3822,23943,100
45665,"Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu",5.96,3125,8853,4356,18169,131
43763,"Cestvs: The Roman Fighter",5.97,5079,8790,4364,17669,81
42516,"Cardfight!! Vanguard: overDress",5.88,2613,9167,5281,11051,48
42321,"Battle Athletess Daiundoukai ReSTART!",5.13,1612,11417,6375,6822,13
45587,"Itazuraguma no Gloomy",5.16,2393,11357,6720,6145,31
42071,"Yuuki Yuuna wa Yuusha de Aru Churutto!",5.92,953,9011,6717,6008,20
45618,"Dinosaur Biyori",None,None,15628,9971,1760,15
48365,"Youkai Watch ♪",6.21,327,7669,10471,1421,25
44273,"Mewkledreamy Mix!",7,176,3815,10626,1332,11
48391,"Mazica Party",5.3,164,11068,10751,1267,10
46381,"Shinkansen Henkei Robo Shinkalion Z the Animation",None,None,13575,11542,920,6
46652,"Duel Masters King!",None,None,15765,12752,592,2
42870,"Uchuu Nanchara Kotetsu-kun",None,None,14301,12929,551,2
43778,"Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season",None,None,12412,13795,409,5
42068,"Utau Soccer Panda Mifanda",None,None,14330,14391,347,1
44848,"Iii Icecrin",None,None,16453,14631,336,2
48770,"Hyper Positive Yogoremon",None,None,16408,14711,320,4
48517,"Dosukoi Sushi Zumou",None,None,15734,14778,309,1
48486,"Oshiri Tantei 5th Season",None,None,12843,16184,213,6
48790,"Neko Jockey",None,None,12539,17165,166,0
48789,"ColoColo Animal Otogibanashi",None,None,15467,18067,102,0
48539,"Washimo 9th Season",None,None,14351,18231,79,0
